group,level,group_name,rank,task_id,task,onet_soc,styrk08,styrk08_name,weight_share,eloundou_label,eloundou_beta,chat_usage_pct,chat_n_classified,chat_automation_share,api_automation_share
369,3,"Helse-, sosial- og idrettsfag, andre",6,700,"Recommend, select, and help locate or obtain merchandise based on customer needs and desires.",41-2031.00,5223,Butikkmedarbeidere,0.0041,E2,0.5,0.1157,1153,0.4605,0.9403
369,3,"Helse-, sosial- og idrettsfag, andre",7,830,"Operate office machines, such as photocopiers and scanners, facsimile machines, voice mail systems, and personal computers.",43-9061.00,4110,Kontormedarbeidere,0.0038,E0,0.0,0.023,221,0.5068,1.0
369,3,"Helse-, sosial- og idrettsfag, andre",8,826,"Communicate with customers, employees, and other individuals to answer questions, disseminate or explain information, take orders, and address complaints.",43-9061.00,4110,Kontormedarbeidere,0.0036,E2,0.5,0.0103,60,0.5333,1.0
369,3,"Helse-, sosial- og idrettsfag, andre",9,827,"Answer telephones, direct calls, and take messages.",43-9061.00,4110,Kontormedarbeidere,0.0035,E2,0.5,0.0109,24,1.0,1.0
369,3,"Helse-, sosial- og idrettsfag, andre",10,13140,Train workers in proper operational procedures and functions and explain company policies.,39-1022.00,5311,Barnehage- og skolefritidsassistenter mv.,0.0029,E0,0.0,,,,
373,3,Gartneri og hagebruk,1,13356,Observe and listen to machinery operation to detect equipment malfunctions.,45-2091.00,6113,Gartnere,0.0092,E0,0.0,,,,
373,3,Gartneri og hagebruk,2,13359,"Operate or tend equipment used in agricultural production, such as tractors, combines, and irrigation equipment.",45-2091.00,6113,Gartnere,0.0092,E0,0.0,,,,
373,3,Gartneri og hagebruk,3,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",11-1021.00,1420,Varehandelssjefer,0.009,E2,0.5,0.0243,223,0.4305,0.8399
373,3,Gartneri og hagebruk,4,13364,"Attach farm implements such as plows, discs, sprayers, or harvesters to tractors, using bolts and hand tools.",45-2091.00,6113,Gartnere,0.0088,E0,0.0,,,,
373,3,Gartneri og hagebruk,5,20705,"Perform personnel functions, such as selection, training, or evaluation.",11-1021.00,1420,Varehandelssjefer,0.008,E2,0.5,,,,
373,3,Gartneri og hagebruk,6,20700,Direct administrative activities directly related to making products or providing services.,11-1021.00,1420,Varehandelssjefer,0.0076,E2,0.5,,,,
373,3,Gartneri og hagebruk,7,9544,Notify managers concerning the need for major repairs or additions to building operating systems.,37-2011.00,5153,Vaktmestre,0.005,E0,0.0,,,,
373,3,Gartneri og hagebruk,8,9539,Gather and empty trash.,37-2011.00,5153,Vaktmestre,0.005,E0,0.0,,,,
373,3,Gartneri og hagebruk,9,9538,"Service, clean, or supply restrooms.",37-2011.00,5153,Vaktmestre,0.0048,E0,0.0,,,,
373,3,Gartneri og hagebruk,10,694,Greet customers and ascertain what each customer wants or needs.,41-2031.00,5223,Butikkmedarbeidere,0.0029,E0,0.0,,,,1.0
379,3,"Primærnæringsfag, andre",1,9544,Notify managers concerning the need for major repairs or additions to building operating systems.,37-2011.00,5153,Vaktmestre,0.0045,E0,0.0,,,,
379,3,"Primærnæringsfag, andre",2,9539,Gather and empty trash.,37-2011.00,5153,Vaktmestre,0.0045,E0,0.0,,,,
379,3,"Primærnæringsfag, andre",3,9538,"Service, clean, or supply restrooms.",37-2011.00,5153,Vaktmestre,0.0043,E0,0.0,,,,
379,3,"Primærnæringsfag, andre",4,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",11-1021.00,1420,Varehandelssjefer,0.0034,E2,0.5,0.0243,223,0.4305,0.8399
379,3,"Primærnæringsfag, andre",5,20705,"Perform personnel functions, such as selection, training, or evaluation.",11-1021.00,1420,Varehandelssjefer,0.0031,E2,0.5,,,,
379,3,"Primærnæringsfag, andre",6,8232,"Feed and water animals, and clean and disinfect pens, cages, yards, and hutches.",45-2021.00,6121,Melke- og husdyrprodusenter,0.003,E0,0.0,,,,
379,3,"Primærnæringsfag, andre",7,8235,"Select animals to be bred, and semen specimens to be used, according to knowledge of animals, genealogies, traits, and desired offspring characteristics.",45-2021.00,6121,Melke- og husdyrprodusenter,0.0029,E2,0.5,,,,
379,3,"Primærnæringsfag, andre",8,20700,Direct administrative activities directly related to making products or providing services.,11-1021.00,1420,Varehandelssjefer,0.0029,E2,0.5,,,,
379,3,"Primærnæringsfag, andre",9,8237,"Observe animals in heat to detect approach of estrus and exercise animals to induce or hasten estrus, if necessary.",45-2021.00,6121,Melke- og husdyrprodusenter,0.0028,E0,0.0,,,,
379,3,"Primærnæringsfag, andre",10,8584,Enforce safety rules and regulations.,53-1043.00,8332,Lastebil- og trailersjåfører,0.0027,E0,0.0,,,,
381,3,Samferdsel,1,8584,Enforce safety rules and regulations.,53-1043.00,8332,Lastebil- og trailersjåfører,0.0048,E0,0.0,,,,
381,3,Samferdsel,2,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",11-1021.00,1420,Varehandelssjefer,0.0045,E2,0.5,0.0243,223,0.4305,0.8399
381,3,Samferdsel,3,8588,Resolve worker problems or collaborate with employees to assist in problem resolution.,53-1043.00,8332,Lastebil- og trailersjåfører,0.0044,E0,0.0,,,,
381,3,Samferdsel,4,8593,"Interpret transportation or tariff regulations, shipping orders, safety regulations, or company policies and procedures for workers.",53-1043.00,8332,Lastebil- og trailersjåfører,0.0044,E1,1.0,,,,
381,3,Samferdsel,5,20705,"Perform personnel functions, such as selection, training, or evaluation.",11-1021.00,1420,Varehandelssjefer,0.0041,E2,0.5,,,,
381,3,Samferdsel,6,20700,Direct administrative activities directly related to making products or providing services.,11-1021.00,1420,Varehandelssjefer,0.0039,E2,0.5,,,,
381,3,Samferdsel,7,9544,Notify managers concerning the need for major repairs or additions to building operating systems.,37-2011.00,5153,Vaktmestre,0.0035,E0,0.0,,,,
381,3,Samferdsel,8,9539,Gather and empty trash.,37-2011.00,5153,Vaktmestre,0.0035,E0,0.0,,,,
381,3,Samferdsel,9,9538,"Service, clean, or supply restrooms.",37-2011.00,5153,Vaktmestre,0.0034,E0,0.0,,,,
381,3,Samferdsel,10,20276,"Examine shipment contents and compare with records, such as manifests, invoices, or orders, to verify accuracy.",43-5071.00,4321,Lagermedarbeidere og material-forvaltere,0.0028,E2,0.5,,,,1.0
382,3,Sikkerhet,1,9431,"Maintain knowledge of, comply with, and enforce all institutional policies, rules, procedures, and regulations.",33-1011.00,5413,Fengselsbetjenter,0.0153,E1,1.0,,,,1.0
382,3,Sikkerhet,2,9429,"Maintain order, discipline, and security within assigned areas in accordance with relevant rules, regulations, policies, and laws.",33-1011.00,5413,Fengselsbetjenter,0.015,E0,0.0,,,,
382,3,Sikkerhet,3,15254,"Inspect conditions of locks, window bars, grills, doors, and gates at correctional facilities to ensure security and help prevent escapes.",33-3012.00,5413,Fengselsbetjenter,0.0148,E0,0.0,,,,
382,3,Sikkerhet,4,12765,Operate controls to open and close transit vehicle doors.,53-4041.00,8331,Bussjåfører og trikkeførere,0.0017,E0,0.0,,,,
382,3,Sikkerhet,5,12766,"Drive and control rail-guided public transportation, such as subways, elevated trains, and electric-powered streetcars, trams, or trolleys, to transport passengers.",53-4041.00,8331,Bussjåfører og trikkeførere,0.0017,E0,0.0,,,,
382,3,Sikkerhet,6,12767,Monitor lights indicating obstructions or other trains ahead and watch for car and truck traffic at crossings to stay alert to potential hazards.,53-4041.00,8331,Bussjåfører og trikkeførere,0.0016,E0,0.0,,,,
382,3,Sikkerhet,7,20578,Listen and provide emotional support and encouragement to psychiatric patients.,31-1133.00,5321,Helsefagarbeidere,0.0015,E0,0.0,0.0071,34,0.0,
382,3,Sikkerhet,8,18696,Complete physical checks and monitor patients to detect unusual or harmful behavior and report observations to professional staff.,31-1133.00,5321,Helsefagarbeidere,0.0014,E0,0.0,,,,
382,3,Sikkerhet,9,15981,"Develop sustainability project goals, objectives, initiatives, or strategies in collaboration with other sustainability professionals.",13-1199.05,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0013,E2,0.5,0.0029,21,1.0,
382,3,Sikkerhet,10,2005,Maintain patients' restrictions to assigned areas.,31-1133.00,5321,Helsefagarbeidere,0.0013,E0,0.0,,,,
383,3,Andre servicefag,1,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",11-1021.00,1420,Varehandelssjefer,0.0078,E2,0.5,0.0243,223,0.4305,0.8399
383,3,Andre servicefag,2,694,Greet customers and ascertain what each customer wants or needs.,41-2031.00,5223,Butikkmedarbeidere,0.007,E0,0.0,,,,1.0
383,3,Andre servicefag,3,20705,"Perform personnel functions, such as selection, training, or evaluation.",11-1021.00,1420,Varehandelssjefer,0.007,E2,0.5,,,,
383,3,Andre servicefag,4,2430,Receive payment or obtain credit authorization.,41-2022.00,5223,Butikkmedarbeidere,0.0068,E0,0.0,0.0078,66,0.2727,0.8148
383,3,Andre servicefag,5,700,"Recommend, select, and help locate or obtain merchandise based on customer needs and desires.",41-2031.00,5223,Butikkmedarbeidere,0.0067,E2,0.5,0.1157,1153,0.4605,0.9403
383,3,Andre servicefag,6,20700,Direct administrative activities directly related to making products or providing services.,11-1021.00,1420,Varehandelssjefer,0.0066,E2,0.5,,,,
383,3,Andre servicefag,7,13140,Train workers in proper operational procedures and functions and explain company policies.,39-1022.00,5311,Barnehage- og skolefritidsassistenter mv.,0.0037,E0,0.0,,,,
383,3,Andre servicefag,8,13142,Meet with managers or other supervisors to stay informed of changes affecting operations.,39-1022.00,5311,Barnehage- og skolefritidsassistenter mv.,0.0036,E0,0.0,,,,
383,3,Andre servicefag,9,13138,"Assign work schedules, following work requirements, to ensure quality and timely delivery of service.",39-1022.00,5311,Barnehage- og skolefritidsassistenter mv.,0.0035,E2,0.5,,,,
383,3,Andre servicefag,10,9544,Notify managers concerning the need for major repairs or additions to building operating systems.,37-2011.00,9112,Renholdere i virksomheter,0.0032,E0,0.0,,,,
389,3,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",1,9544,Notify managers concerning the need for major repairs or additions to building operating systems.,37-2011.00,9112,Renholdere i virksomheter,0.0059,E0,0.0,,,,
389,3,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",2,9539,Gather and empty trash.,37-2011.00,9112,Renholdere i virksomheter,0.0059,E0,0.0,,,,
389,3,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",3,9538,"Service, clean, or supply restrooms.",37-2011.00,9112,Renholdere i virksomheter,0.0057,E0,0.0,,,,
389,3,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",4,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",11-1021.00,1420,Varehandelssjefer,0.0034,E2,0.5,0.0243,223,0.4305,0.8399
389,3,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",5,694,Greet customers and ascertain what each customer wants or needs.,41-2031.00,5223,Butikkmedarbeidere,0.0031,E0,0.0,,,,1.0
389,3,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",6,20705,"Perform personnel functions, such as selection, training, or evaluation.",11-1021.00,1420,Varehandelssjefer,0.0031,E2,0.5,,,,
389,3,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",7,2430,Receive payment or obtain credit authorization.,41-2022.00,5223,Butikkmedarbeidere,0.003,E0,0.0,0.0078,66,0.2727,0.8148
389,3,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",8,700,"Recommend, select, and help locate or obtain merchandise based on customer needs and desires.",41-2031.00,5223,Butikkmedarbeidere,0.003,E2,0.5,0.1157,1153,0.4605,0.9403
389,3,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",9,20700,Direct administrative activities directly related to making products or providing services.,11-1021.00,1420,Varehandelssjefer,0.0029,E2,0.5,,,,
389,3,"Samferdsels- og sikkerhetsfag og andre servicefag, andre",10,8584,Enforce safety rules and regulations.,53-1043.00,8332,Lastebil- og trailersjåfører,0.0018,E0,0.0,,,,
399,3,Uoppgitt faggruppe,1,9544,Notify managers concerning the need for major repairs or additions to building operating systems.,37-2011.00,9112,Renholdere i virksomheter,0.0065,E0,0.0,,,,
399,3,Uoppgitt faggruppe,2,9539,Gather and empty trash.,37-2011.00,9112,Renholdere i virksomheter,0.0064,E0,0.0,,,,
399,3,Uoppgitt faggruppe,3,9538,"Service, clean, or supply restrooms.",37-2011.00,9112,Renholdere i virksomheter,0.0062,E0,0.0,,,,
399,3,Uoppgitt faggruppe,4,23430,Follow established safety rules and regulations and maintain a safe and clean environment.,47-2031.00,7115,Tømrere og snekkere,0.0044,E0,0.0,,,,
399,3,Uoppgitt faggruppe,5,23432,"Measure and mark cutting lines on materials, using a ruler, pencil, chalk, and marking gauge.",47-2031.00,7115,Tømrere og snekkere,0.0039,E0,0.0,,,,
399,3,Uoppgitt faggruppe,6,23431,"Study specifications in blueprints, sketches, or building plans to prepare project layout and determine dimensions and materials required.",47-2031.00,7115,Tømrere og snekkere,0.0036,E2,0.5,,,,1.0
399,3,Uoppgitt faggruppe,7,13819,"Reline or repair ladles and pouring spouts with refractory clay, using trowels.",49-9045.00,7112,Murere,0.0025,E0,0.0,,,,
399,3,Uoppgitt faggruppe,8,13821,"Mix specified amounts of sand, clay, mortar powder, and water to form refractory clay or mortar, using shovels or mixing machines.",49-9045.00,7112,Murere,0.0022,E0,0.0,,,,
399,3,Uoppgitt faggruppe,9,13820,"Chip slag from linings of ladles or remove linings when beyond repair, using hammers and chisels.",49-9045.00,7112,Murere,0.0021,E0,0.0,,,,
399,3,Uoppgitt faggruppe,10,11187,"Place clean dishes, utensils, or cooking equipment in storage areas.",35-9021.00,9412,Kjøkkenassistenter,0.0018,E0,0.0,,,,
401,4,Allmenne fag,1,694,Greet customers and ascertain what each customer wants or needs.,41-2031.00,5223,Butikkmedarbeidere,0.0048,E0,0.0,,,,1.0
401,4,Allmenne fag,2,2430,Receive payment or obtain credit authorization.,41-2022.00,5223,Butikkmedarbeidere,0.0046,E0,0.0,0.0078,66,0.2727,0.8148
401,4,Allmenne fag,3,700,"Recommend, select, and help locate or obtain merchandise based on customer needs and desires.",41-2031.00,5223,Butikkmedarbeidere,0.0046,E2,0.5,0.1157,1153,0.4605,0.9403
401,4,Allmenne fag,4,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",11-1021.00,1420,Varehandelssjefer,0.0039,E2,0.5,0.0243,223,0.4305,0.8399
401,4,Allmenne fag,5,20705,"Perform personnel functions, such as selection, training, or evaluation.",11-1021.00,1420,Varehandelssjefer,0.0035,E2,0.5,,,,
401,4,Allmenne fag,6,20700,Direct administrative activities directly related to making products or providing services.,11-1021.00,1420,Varehandelssjefer,0.0033,E2,0.5,,,,
