O*NET-SOC Code	Task ID	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
11-2033.00	21246	RT	n/a	79.31	55	4.9762	67.6038	87.5609	N	08/2025	Incumbent
11-2033.00	21256	IM	n/a	3.37	47	0.3504	2.6631	4.0737	N	08/2025	Incumbent
11-2033.00	21256	RT	n/a	81.99	55	7.7763	61.2994	92.9023	N	08/2025	Incumbent
11-2033.00	21250	IM	n/a	3.01	45	0.3201	2.3613	3.6515	N	08/2025	Incumbent
11-2033.00	21250	RT	n/a	77.88	55	5.6870	64.4922	87.2188	N	08/2025	Incumbent
11-2033.00	21253	IM	n/a	4.18	41	0.2222	3.7323	4.6305	N	08/2025	Incumbent
11-2033.00	21253	RT	n/a	64.90	56	13.5552	35.9431	85.9027	N	08/2025	Incumbent
11-2033.00	21260	IM	n/a	2.98	23	0.5050	1.9328	4.0276	N	08/2025	Incumbent
11-2033.00	21260	RT	n/a	41.07	55	7.5092	27.2252	56.4852	N	08/2025	Incumbent
11-3012.00	21	IM	n/a	3.71	103	0.1725	3.3670	4.0513	N	07/2017	Incumbent
11-3012.00	21	RT	n/a	77.98	133	4.3923	68.1026	85.4515	N	07/2017	Incumbent
11-3012.00	20	IM	n/a	3.70	122	0.0807	3.5447	3.8643	N	07/2017	Incumbent
11-3012.00	20	RT	n/a	92.79	133	2.4428	86.2044	96.3604	N	07/2017	Incumbent
11-3012.00	23	IM	n/a	3.38	91	0.1064	3.1652	3.5878	N	07/2017	Incumbent
11-3012.00	23	RT	n/a	71.93	133	5.4793	59.9727	81.4277	N	07/2017	Incumbent
11-3012.00	22	IM	n/a	3.33	122	0.0917	3.1501	3.5132	N	07/2017	Incumbent
11-3012.00	22	RT	n/a	96.32	134	1.3809	92.3723	98.2615	N	07/2017	Incumbent
11-3012.00	30	IM	n/a	3.19	96	0.1078	2.9783	3.4064	N	07/2017	Incumbent
11-3012.00	30	RT	n/a	74.75	134	5.7368	61.8755	84.3800	N	07/2017	Incumbent
11-3012.00	24	IM	n/a	4.06	99	0.1059	3.8534	4.2736	N	07/2017	Incumbent
11-3012.00	24	RT	n/a	66.15	133	6.9502	51.3971	78.3098	N	07/2017	Incumbent
11-3012.00	26	IM	n/a	3.95	74	0.1392	3.6695	4.2245	N	07/2017	Incumbent
11-3012.00	26	RT	n/a	56.26	133	6.8687	42.5466	69.0810	N	07/2017	Incumbent
11-3012.00	19	IM	n/a	3.92	94	0.1186	3.6832	4.1541	N	07/2017	Incumbent
11-3012.00	19	RT	n/a	63.80	133	6.6152	50.0047	75.6462	N	07/2017	Incumbent
11-3013.00	21276	IM	n/a	4.55	92	0.0975	4.3527	4.7398	N	08/2024	Incumbent
11-3013.00	21276	RT	n/a	100.00	95	0.0000	n/a	n/a	N	08/2024	Incumbent
11-3013.00	21278	IM	n/a	4.50	84	0.1000	4.3054	4.7030	N	08/2024	Incumbent
11-3013.00	21278	RT	n/a	86.32	95	6.4633	68.0345	94.9248	N	08/2024	Incumbent
11-3013.00	21277	IM	n/a	4.21	79	0.1176	3.9721	4.4403	N	08/2024	Incumbent
11-3013.00	21277	RT	n/a	81.42	94	6.1118	66.2698	90.7216	N	08/2024	Incumbent
11-3013.00	21280	IM	n/a	4.09	85	0.1288	3.8369	4.3490	N	08/2024	Incumbent
11-3013.00	21280	RT	n/a	90.25	94	3.4048	81.1037	95.2256	N	08/2024	Incumbent
11-3013.00	21279	IM	n/a	4.04	73	0.1426	3.7597	4.3282	N	08/2024	Incumbent
11-3013.00	21279	RT	n/a	75.48	94	6.4330	60.6852	85.9906	N	08/2024	Incumbent
11-3013.00	21282	IM	n/a	3.98	88	0.1170	3.7492	4.2142	N	08/2024	Incumbent
11-3013.00	21282	RT	n/a	94.63	95	3.4172	82.2566	98.5307	N	08/2024	Incumbent
11-3013.00	21273	IM	n/a	3.92	81	0.1695	3.5853	4.2601	N	08/2024	Incumbent
11-3013.00	21273	RT	n/a	83.54	95	7.0517	64.7045	93.3523	N	08/2024	Incumbent
11-3013.00	21281	IM	n/a	3.72	84	0.1321	3.4550	3.9804	N	08/2024	Incumbent
11-3013.00	21281	RT	n/a	89.37	94	4.8548	75.2926	95.8663	N	08/2024	Incumbent
11-3013.00	21272	IM	n/a	3.47	79	0.1170	3.2348	3.7005	N	08/2024	Incumbent
11-3013.00	21272	RT	n/a	85.68	96	5.6573	70.5505	93.7304	N	08/2024	Incumbent
11-3013.00	21274	IM	n/a	3.04	65	0.1636	2.7106	3.3644	N	08/2024	Incumbent
11-3013.00	21274	RT	n/a	74.13	96	5.4410	62.0006	83.4261	N	08/2024	Incumbent
11-3013.00	21275	IM	n/a	3.62	41	0.3713	2.8707	4.3715	N	08/2024	Incumbent
11-3013.00	21275	RT	n/a	41.44	95	7.4912	27.7152	56.6406	N	08/2024	Incumbent
11-3013.01	21291	IM	n/a	4.65	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21291	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21298	IM	n/a	4.60	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21298	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21302	IM	n/a	4.55	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21302	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21297	IM	n/a	4.50	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21297	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21305	IM	n/a	4.30	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21305	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21283	IM	n/a	4.20	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21283	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21290	IM	n/a	4.20	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21290	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21284	IM	n/a	4.20	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21284	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21307	IM	n/a	4.11	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21307	RT	n/a	95.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21295	IM	n/a	4.11	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21295	RT	n/a	95.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21296	IM	n/a	4.10	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21296	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21301	IM	n/a	4.06	18	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21301	RT	n/a	90.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21288	IM	n/a	4.05	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21288	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21287	IM	n/a	4.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21287	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21300	IM	n/a	3.95	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21300	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21289	IM	n/a	3.95	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21289	RT	n/a	95.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21299	IM	n/a	3.89	18	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21299	RT	n/a	95.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21310	IM	n/a	3.80	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21310	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21286	IM	n/a	3.80	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21286	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21309	IM	n/a	3.75	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21309	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21292	IM	n/a	3.74	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21292	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21303	IM	n/a	3.70	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21303	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21285	IM	n/a	3.65	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21285	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21304	IM	n/a	3.65	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21304	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21293	IM	n/a	3.61	18	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21293	RT	n/a	90.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21306	IM	n/a	3.55	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21306	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21294	IM	n/a	3.55	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21294	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21308	IM	n/a	3.41	17	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	21308	RT	n/a	85.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3021.00	968	IM	n/a	4.11	74	0.1316	3.8482	4.3730	N	07/2016	Incumbent
11-3021.00	968	RT	n/a	99.97	76	0.0270	99.7973	99.9966	N	07/2016	Incumbent
11-3021.00	975	IM	n/a	4.10	73	0.1067	3.8874	4.3127	N	07/2016	Incumbent
11-3021.00	975	RT	n/a	94.97	76	4.6512	73.0819	99.2436	N	07/2016	Incumbent
11-3021.00	978	IM	n/a	4.08	74	0.1390	3.8032	4.3574	N	07/2016	Incumbent
11-3021.00	978	RT	n/a	99.97	75	0.0289	99.7820	99.9964	N	07/2016	Incumbent
11-3021.00	969	IM	n/a	4.04	69	0.1152	3.8065	4.2661	N	07/2016	Incumbent
11-3021.00	969	RT	n/a	92.97	76	4.4365	77.3769	98.0847	N	07/2016	Incumbent
11-3021.00	15198	IM	n/a	3.99	70	0.1114	3.7639	4.2083	N	07/2016	Incumbent
11-3021.00	15198	RT	n/a	91.34	76	5.1425	74.2844	97.4666	N	07/2016	Incumbent
11-3021.00	971	IM	n/a	3.94	68	0.1853	3.5749	4.3145	N	07/2016	Incumbent
11-3021.00	971	RT	n/a	81.61	76	11.3218	49.6838	95.2281	N	07/2016	Incumbent
11-3021.00	977	IM	n/a	3.88	73	0.1489	3.5861	4.1798	N	07/2016	Incumbent
11-3021.00	977	RT	n/a	98.01	76	1.6055	90.5370	99.6054	N	07/2016	Incumbent
11-3021.00	970	IM	n/a	3.88	76	0.2144	3.4552	4.3093	N	07/2016	Incumbent
11-3021.00	970	RT	n/a	100.00	76	0.0000	n/a	n/a	N	07/2016	Incumbent
11-3021.00	967	IM	n/a	3.85	72	0.1389	3.5694	4.1233	N	07/2016	Incumbent
11-3021.00	967	RT	n/a	85.98	76	6.7670	66.7134	94.9369	N	07/2016	Incumbent
11-3021.00	976	IM	n/a	3.70	72	0.1662	3.3703	4.0331	N	07/2016	Incumbent
11-3021.00	976	RT	n/a	93.86	76	3.6842	81.0522	98.2040	N	07/2016	Incumbent
11-3021.00	973	IM	n/a	3.70	75	0.2499	3.1996	4.1956	N	07/2016	Incumbent
11-3021.00	973	RT	n/a	97.24	76	2.8112	81.4086	99.6474	N	07/2016	Incumbent
11-3021.00	972	IM	n/a	3.68	66	0.1534	3.3744	3.9871	N	07/2016	Incumbent
11-3021.00	972	RT	n/a	87.19	76	6.3259	68.7754	95.4647	N	07/2016	Incumbent
11-3021.00	980	IM	n/a	3.63	74	0.2070	3.2173	4.0423	N	07/2016	Incumbent
11-3021.00	980	RT	n/a	95.71	76	3.6280	79.3161	99.2373	N	07/2016	Incumbent
11-3021.00	979	IM	n/a	3.59	60	0.1565	3.2813	3.9076	N	07/2016	Incumbent
11-3021.00	979	RT	n/a	70.83	76	10.3651	47.1949	86.8335	N	07/2016	Incumbent
11-3021.00	974	IM	n/a	3.53	68	0.2315	3.0709	3.9951	N	07/2016	Incumbent
11-3021.00	974	RT	n/a	84.33	76	11.0669	50.3665	96.6140	N	07/2016	Incumbent
11-3021.00	981	IM	n/a	3.39	67	0.2196	2.9466	3.8235	N	07/2016	Incumbent
11-3021.00	981	RT	n/a	88.84	76	7.0968	65.6683	97.0710	N	07/2016	Incumbent
11-3021.00	966	IM	n/a	4.19	60	0.2026	3.7807	4.5916	N	07/2016	Incumbent
11-3021.00	966	RT	n/a	65.58	76	13.9777	35.6902	86.7433	N	07/2016	Incumbent
11-3031.00	21311	IM	n/a	4.30	52	0.1851	3.9246	4.6678	N	08/2022	Incumbent
11-3031.00	21311	RT	n/a	83.85	61	9.1351	57.3893	95.2433	N	08/2022	Incumbent
11-3031.00	21319	IM	n/a	4.20	38	0.1488	3.9024	4.5055	N	08/2022	Incumbent
11-3031.00	21319	RT	n/a	72.26	60	5.2255	60.7283	81.4464	N	08/2022	Incumbent
11-3031.00	21312	IM	n/a	4.13	55	0.1043	3.9195	4.3376	N	08/2022	Incumbent
11-3031.00	21312	RT	n/a	79.80	61	10.4050	52.0667	93.4950	N	08/2022	Incumbent
11-3031.00	21313	IM	n/a	3.78	50	0.2148	3.3434	4.2068	N	08/2022	Incumbent
11-3031.00	21313	RT	n/a	91.26	60	4.9634	75.0377	97.3150	N	08/2022	Incumbent
11-3031.00	21315	IM	n/a	3.61	37	0.1500	3.3060	3.9143	N	08/2022	Incumbent
11-3031.00	21315	RT	n/a	70.10	59	9.1655	49.4224	84.9119	N	08/2022	Incumbent
11-3031.00	21316	IM	n/a	3.47	43	0.3517	2.7607	4.1804	N	08/2022	Incumbent
11-3031.00	21316	RT	n/a	79.15	61	5.4432	66.2483	88.0180	N	08/2022	Incumbent
11-3031.00	21327	IM	n/a	4.38	29	0.1880	3.9913	4.7613	N	08/2022	Incumbent
11-3031.00	21327	RT	n/a	52.24	61	9.2381	34.2759	69.6413	N	08/2022	Incumbent
11-3031.00	21322	IM	n/a	4.24	13	0.3222	3.5351	4.9393	N	08/2022	Incumbent
11-3031.00	21322	RT	n/a	34.46	61	9.0280	19.1134	53.9071	N	08/2022	Incumbent
11-3031.00	21321	IM	n/a	4.14	25	0.2261	3.6773	4.6106	N	08/2022	Incumbent
11-3031.00	21321	RT	n/a	43.38	61	9.7610	25.7058	62.9144	N	08/2022	Incumbent
11-3031.00	21318	IM	n/a	4.09	38	0.2825	3.5212	4.6660	N	08/2022	Incumbent
11-3031.00	21318	RT	n/a	47.62	61	9.6700	29.5119	66.3801	N	08/2022	Incumbent
11-3031.00	21320	IM	n/a	4.04	25	0.2498	3.5282	4.5592	N	08/2022	Incumbent
11-3031.00	21320	RT	n/a	51.99	61	8.4779	35.4367	68.1119	N	08/2022	Incumbent
11-3031.00	21317	IM	n/a	3.98	38	0.2037	3.5689	4.3945	N	08/2022	Incumbent
11-3031.00	21317	RT	n/a	44.60	61	11.9131	23.4813	67.8645	N	08/2022	Incumbent
11-3031.00	21323	IM	n/a	3.82	29	0.2360	3.3394	4.3063	N	08/2022	Incumbent
11-3031.00	21323	RT	n/a	64.14	60	8.3809	46.3149	78.7608	N	08/2022	Incumbent
11-3031.00	21325	IM	n/a	3.76	41	0.1706	3.4135	4.1032	N	08/2022	Incumbent
11-3031.00	21325	RT	n/a	49.85	61	17.8158	19.2879	80.5271	Y	08/2022	Incumbent
11-3031.00	21314	IM	n/a	3.65	32	0.1127	3.4195	3.8793	N	08/2022	Incumbent
11-3031.00	21314	RT	n/a	43.32	61	7.9198	28.6209	59.3029	N	08/2022	Incumbent
11-3031.00	21326	IM	n/a	3.61	31	0.2277	3.1497	4.0797	N	08/2022	Incumbent
11-3031.00	21326	RT	n/a	45.61	61	12.0125	24.1464	68.8380	N	08/2022	Incumbent
11-3031.00	21329	IM	n/a	3.18	16	0.3475	2.4410	3.9223	N	08/2022	Incumbent
11-3031.00	21329	RT	n/a	25.66	61	5.2817	16.5504	37.5187	N	08/2022	Incumbent
11-3031.01	8870	IM	n/a	4.52	23	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8870	RT	n/a	96.00	25	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8858	IM	n/a	4.48	25	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8858	RT	n/a	100.00	25	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8864	IM	n/a	4.44	25	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8864	RT	n/a	100.00	25	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	20168	IM	n/a	4.40	25	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	20168	RT	n/a	100.00	25	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8861	IM	n/a	4.33	24	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8861	RT	n/a	96.00	25	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8866	IM	n/a	4.25	24	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8866	RT	n/a	96.00	25	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8865	IM	n/a	4.22	23	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8865	RT	n/a	92.00	25	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8872	IM	n/a	4.20	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8872	RT	n/a	80.00	25	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8856	IM	n/a	4.14	21	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8856	RT	n/a	88.00	25	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8863	IM	n/a	4.09	23	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8863	RT	n/a	96.00	25	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8867	IM	n/a	4.08	24	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8867	RT	n/a	96.00	25	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8860	IM	n/a	4.06	18	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8860	RT	n/a	76.00	25	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8868	IM	n/a	4.00	24	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8868	RT	n/a	100.00	25	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8859	IM	n/a	4.00	24	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8859	RT	n/a	100.00	24	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8869	IM	n/a	3.90	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8869	RT	n/a	80.00	25	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8871	IM	n/a	3.71	21	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8871	RT	n/a	87.50	24	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8855	IM	n/a	4.45	11	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8855	RT	n/a	45.83	24	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8857	IM	n/a	4.33	15	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8857	RT	n/a	62.50	24	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8874	IM	n/a	4.14	7	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8874	RT	n/a	28.00	25	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8873	IM	n/a	4.00	7	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8873	RT	n/a	28.00	25	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	20169	IM	n/a	3.75	12	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	20169	RT	n/a	48.00	25	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8875	IM	n/a	3.00	11	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.01	8875	RT	n/a	44.00	25	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-3031.03	15678	IM	n/a	4.81	73	0.0689	4.6748	4.9494	N	07/2014	Incumbent
11-3031.03	15678	RT	n/a	91.17	81	5.1945	74.0870	97.3859	N	07/2014	Incumbent
11-3031.03	15679	IM	n/a	4.61	72	0.1241	4.3607	4.8557	N	07/2014	Incumbent
11-3031.03	15679	RT	n/a	86.10	81	5.5899	70.9760	94.0118	N	07/2014	Incumbent
11-3031.03	15669	IM	n/a	4.56	79	0.0688	4.4219	4.6957	N	07/2014	Incumbent
11-3031.03	15669	RT	n/a	98.06	81	1.5184	91.1663	99.5982	N	07/2014	Incumbent
11-3031.03	15676	IM	n/a	4.48	64	0.1742	4.1324	4.8288	N	07/2014	Incumbent
11-3031.03	15676	RT	n/a	74.46	81	8.5481	54.3769	87.7034	N	07/2014	Incumbent
11-3031.03	15675	IM	n/a	4.47	73	0.1141	4.2473	4.7020	N	07/2014	Incumbent
11-3031.03	15675	RT	n/a	91.91	81	4.1052	79.1083	97.1497	N	07/2014	Incumbent
11-3031.03	15667	IM	n/a	4.38	74	0.1153	4.1544	4.6139	N	07/2014	Incumbent
11-3031.03	15667	RT	n/a	89.62	81	4.0577	78.3768	95.3661	N	07/2014	Incumbent
11-3031.03	15668	IM	n/a	4.23	76	0.1035	4.0195	4.4319	N	07/2014	Incumbent
11-3031.03	15668	RT	n/a	92.21	81	3.2878	82.6423	96.7168	N	07/2014	Incumbent
11-3031.03	15664	IM	n/a	4.22	69	0.1230	3.9757	4.4665	N	07/2014	Incumbent
11-3031.03	15664	RT	n/a	88.32	80	3.2064	80.2853	93.3471	N	07/2014	Incumbent
11-3031.03	15671	IM	n/a	4.22	64	0.1942	3.8291	4.6054	N	07/2014	Incumbent
11-3031.03	15671	RT	n/a	79.83	81	6.8336	62.9715	90.2025	N	07/2014	Incumbent
11-3031.03	15665	IM	n/a	4.05	76	0.1055	3.8412	4.2614	N	07/2014	Incumbent
11-3031.03	15665	RT	n/a	93.22	80	3.1244	83.7116	97.3496	N	07/2014	Incumbent
11-3031.03	15660	IM	n/a	3.99	69	0.1415	3.7054	4.2701	N	07/2014	Incumbent
11-3031.03	15660	RT	n/a	86.46	81	3.6872	77.3371	92.2827	N	07/2014	Incumbent
11-3031.03	15674	IM	n/a	3.79	65	0.1302	3.5325	4.0528	N	07/2014	Incumbent
11-3031.03	15674	RT	n/a	85.23	81	3.9650	75.5060	91.5223	N	07/2014	Incumbent
11-3031.03	15662	IM	n/a	3.76	60	0.1138	3.5284	3.9836	N	07/2014	Incumbent
11-3031.03	15662	RT	n/a	77.60	81	6.4117	62.4466	87.8341	N	07/2014	Incumbent
11-3031.03	15670	IM	n/a	3.72	54	0.1274	3.4646	3.9756	N	07/2014	Incumbent
11-3031.03	15670	RT	n/a	70.97	81	6.5774	56.4297	82.1905	N	07/2014	Incumbent
11-3031.03	15673	IM	n/a	3.57	54	0.2100	3.1530	3.9953	N	07/2014	Incumbent
11-3031.03	15673	RT	n/a	72.35	81	6.4276	57.9956	83.2232	N	07/2014	Incumbent
11-3031.03	15677	IM	n/a	3.79	41	0.1794	3.4268	4.1521	N	07/2014	Incumbent
11-3031.03	15677	RT	n/a	55.15	79	7.5202	40.1651	69.2530	N	07/2014	Incumbent
11-3031.03	15661	IM	n/a	3.70	45	0.1867	3.3219	4.0744	N	07/2014	Incumbent
11-3031.03	15661	RT	n/a	61.18	79	5.1354	50.6085	70.7913	N	07/2014	Incumbent
11-3031.03	15666	IM	n/a	3.58	46	0.1702	3.2365	3.9222	N	07/2014	Incumbent
11-3031.03	15666	RT	n/a	58.50	80	5.7100	46.8820	69.2407	N	07/2014	Incumbent
11-3031.03	15672	IM	n/a	3.54	43	0.1967	3.1451	3.9391	N	07/2014	Incumbent
11-3031.03	15672	RT	n/a	55.71	81	5.1935	45.2754	65.6604	N	07/2014	Incumbent
11-3031.03	15663	IM	n/a	3.47	41	0.2352	2.9954	3.9463	N	07/2014	Incumbent
11-3031.03	15663	RT	n/a	60.96	81	7.2979	45.8913	74.1880	N	07/2014	Incumbent
11-3051.00	39	IM	n/a	4.01	101	0.1057	3.7976	4.2172	N	08/2021	Incumbent
11-3051.00	39	RT	n/a	88.43	115	3.5689	79.2973	93.8505	N	08/2021	Incumbent
11-3051.00	32	IM	n/a	4.00	108	0.0976	3.8111	4.1979	N	08/2021	Incumbent
11-3051.00	32	RT	n/a	94.20	115	2.5594	86.5246	97.6232	N	08/2021	Incumbent
11-3051.00	34	IM	n/a	3.99	109	0.1114	3.7673	4.2087	N	08/2021	Incumbent
11-3051.00	34	RT	n/a	96.31	115	2.0196	89.4373	98.7694	N	08/2021	Incumbent
11-3051.00	35	IM	n/a	3.85	111	0.0692	3.7149	3.9894	N	08/2021	Incumbent
11-3051.00	35	RT	n/a	97.39	115	1.8348	89.9273	99.3638	N	08/2021	Incumbent
11-3051.00	36	IM	n/a	3.85	104	0.1022	3.6488	4.0542	N	08/2021	Incumbent
11-3051.00	36	RT	n/a	90.21	115	3.5914	80.4610	95.3783	N	08/2021	Incumbent
11-3051.00	40	IM	n/a	3.80	103	0.1077	3.5867	4.0138	N	08/2021	Incumbent
11-3051.00	40	RT	n/a	89.85	115	3.6042	80.1833	95.0907	N	08/2021	Incumbent
11-3051.00	38	IM	n/a	3.72	107	0.1303	3.4624	3.9793	N	08/2021	Incumbent
11-3051.00	38	RT	n/a	90.11	115	3.1740	81.8153	94.8573	N	08/2021	Incumbent
11-3051.00	41	IM	n/a	3.57	89	0.1227	3.3308	3.8184	N	08/2021	Incumbent
11-3051.00	41	RT	n/a	78.31	114	3.8192	69.8092	84.9295	N	08/2021	Incumbent
11-3051.00	33	IM	n/a	3.56	95	0.1257	3.3062	3.8053	N	08/2021	Incumbent
