styrk08,styrk08_name,eloundou_beta,eloundou_q,felten_aioe,felten_q,felten_aioe_lm,felten_lm_q,handa_overall,handa_overall_q,handa_automation,handa_automation_q,handa_augmentation,handa_augmentation_q,anthropic2026_job_exposure,anthropic2026_q,mouchel_grounded,mouchel_grounded_q,mouchel_calibrated,mouchel_calibrated_q,relational,relational_q,ai_exposure_z,relational_z,exposure_relational_interaction,quadrant
9312,Hjelpearbeidere i anlegg,0.008065,1.0,-1.339075,1.0,-1.389199,1.0,,,,,,,0.0,2.0,0.0,1.0,0.0,1.0,-0.387759,2.0,-1.4959698372217138,-0.4668498760720348,0.6983933331144592,shielded_transactional
9313,Hjelpearbeidere i bygg,0.010627,1.0,-1.731342,1.0,-1.554708,1.0,0.00215686,1.0,0.0,1.0,0.0,1.0,0.004014,2.0,0.010957,1.0,0.006886,1.0,-0.907649,1.0,-1.6992979193745215,-1.0562597197907828,1.7948999441595923,shielded_transactional
9321,Håndpakkere mv.,0.1,1.0,-1.51362,1.0,-1.193372,1.0,,,,,,,0.0,2.0,0.0,1.0,0.0,1.0,-1.566815,1.0,-1.3734285856095192,-1.803569591195719,2.4770740326842753,shielded_transactional
9329,Andre hjelpearbeidere i industri,0.187081,2.0,-1.362216,1.0,-1.307504,1.0,0.01047619,1.0,0.19354839,2.0,0.30645161,1.0,0.0276,3.0,0.099102,2.0,0.071188,2.0,-1.375238,1.0,-1.088328072705199,-1.5863748584058854,1.72649629223686,shielded_transactional
9331,Førere av ikke-motorisert kjøretøy,0.224617,2.0,-0.959113,1.0,-0.92241,2.0,0.01211952,2.0,0.375,4.0,0.625,3.0,0.0412,3.0,0.082683,2.0,0.051486,2.0,-0.688377,2.0,-0.7851428746092359,-0.8076666034548323,0.6341336787624049,shielded_transactional
9333,Laste- og lossearbeidere,0.178483,2.0,-0.922525,2.0,-0.878574,2.0,0.01853876,2.0,0.23333333,3.0,0.26666667,1.0,0.0,2.0,0.183325,3.0,0.125927,3.0,-0.461371,2.0,-0.8738526260265345,-0.5503052943640282,0.48088572659631107,shielded_transactional
9334,Varepåfyllere,0.181818,2.0,-0.789295,2.0,-0.523233,2.0,0.00647059,1.0,0.0,1.0,1.0,5.0,0.0,2.0,0.156503,2.0,0.08504,2.0,-0.550296,2.0,-0.7949282796208912,-0.6511213715201376,0.5175947916868981,shielded_transactional
9412,Kjøkkenassistenter,0.012346,1.0,-1.630702,1.0,-1.309295,1.0,0.02228759,2.0,0.2195122,2.0,0.7804878,5.0,0.0,2.0,0.016573,1.0,0.003482,1.0,-0.71706,2.0,-1.641557000376129,-0.8401851026515563,1.3792117368693988,shielded_transactional
9510,Reklamedistributører mv.,0.041667,1.0,,,,,,,,,,,,,0.113095,2.0,0.047458,2.0,,,-1.395303894190017,,,
9611,Renovasjonsarbeidere,0.263531,3.0,-0.568374,2.0,-0.597491,2.0,0.01366014,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.202886,3.0,0.13329,3.0,-0.296235,3.0,-0.4853229594614762,-0.3630872598714641,0.17621458350357705,shielded_transactional
9612,Gjenvinningsarbeidere,0.196429,2.0,-1.283373,1.0,-1.262763,1.0,,,,,,,0.0,2.0,0.078807,2.0,0.03715,1.0,-1.488957,1.0,-1.024320954513943,-1.715300396534821,1.7570181394566926,shielded_transactional
9613,Gatefeiere mv.,,,,,,,,,,,,,,,,,,,,,,,,
9621,Bud mv.,0.229246,2.0,-1.115564,1.0,-0.918205,2.0,0.01607377,2.0,0.33257772,4.0,0.66742228,4.0,0.0571,4.0,0.092014,2.0,0.053501,2.0,-0.235617,3.0,-0.8577750125469712,-0.29436340308148334,0.2524975717715885,shielded_transactional
9622,Altmuligmann,0.126755,1.0,-0.983681,1.0,-1.061097,1.0,0.00770308,1.0,0.0,1.0,0.66666667,4.0,0.0,2.0,0.136275,2.0,0.083216,2.0,-0.813086,1.0,-1.0278489826996438,-0.9490517276163306,0.9754818527597848,shielded_transactional
9623,Måleravlesere mv.,0.379464,3.0,-0.847888,2.0,-0.939254,2.0,0.00256769,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.123108,2.0,0.087407,2.0,-0.826968,1.0,-0.36249793958159726,-0.9647900327395369,0.34973439899694386,shielded_transactional
9629,Andre hjelpearbeidere,0.141575,2.0,-0.46524,2.0,-0.349644,3.0,0.01345472,2.0,0.2644905,3.0,0.4855095,2.0,0.01238,2.0,0.093772,2.0,0.050321,2.0,-0.173704,3.0,-0.7164062763507854,-0.2241713785105956,0.16059778254319826,shielded_transactional
